X1,X2,X3,X4,X5,X6,X7,y
1048,1242,1496,1317,137,231,309,17.15
1043,1242,1487,1299,132,232,308,16.85
1009,1243,1456,1147,171,442,365,6.51
1053,1243,1476,1302,283,244,324,7.77
1050,1243,1461,1312,155,278,355,17.99
1066,1243,1462,1305,153,302,376,18.62
1049,1245,1440,1282,150,288,356,4.63
1044,1245,1481,1304,140,281,360,18.9
1065,1245,1488,1317,142,276,358,17.16
1055,1246,1484,1305,140,289,366,18.52
1013,1247,1499,1229,354,563,463,7.32
1018,1248,1486,1177,215,483,394,6.67
1013,1248,1489,1253,350,546,457,7.71
1059,1248,1459,1329,205,255,336,18.25
1059,1248,1447,1316,201,249,334,17.52
1068,1248,1481,1318,159,298,373,17.9
1061,1248,1464,1313,143,285,355,18.43
1057,1248,1491,1321,139,273,350,18.04
1065,1248,1495,1335,142,282,354,17.13
1053,1248,1481,1318,142,265,342,16.79
1031,1248,1487,1258,130,201,278,12.3
1044,1248,1488,1267,133,224,316,13.55
1021,1249,1477,1254,121,191,282,11.5
1066,1251,1477,1330,192,285,361,18.18
1060,1251,1469,1311,152,302,370,16.79
1045,1251,1511,1330,139,248,322,17.08
1012,1251,1475,1254,119,169,256,12.4
1060,1252,1466,1285,291,278,354,7.75
1068,1252,1475,1324,158,299,375,17.85
1071,1252,1495,1339,145,265,338,16.93
1042,1252,1475,1259,129,224,307,11.58
1019,1253,1480,1169,195,470,385,6.65
1087,1254,1472,1269,159,296,390,14.11
1047,1254,1487,1329,294,268,347,7.63
1067,1254,1485,1317,143,290,363,17.58
1053,1254,1506,1335,139,247,328,16.99
1048,1254,1516,1339,141,261,334,17.01
1043,1254,1491,1303,135,251,328,16.9
1049,1254,1472,1263,121,198,289,11.23
992,1255,1539,1226,190,431,351,7.24
1063,1255,1454,1317,188,264,341,17.45
1055,1255,1479,1307,139,271,346,17.96
1067,1255,1470,1300,140,268,346,17.62
1054,1255,1507,1324,141,287,359,16.72
1072,1257,1485,1325,162,290,378,17.09
1053,1257,1462,1326,181,300,370,17.29
1033,1257,1483,1272,128,220,311,11.46
1054,1258,1443,1312,201,285,354,8.86
1044,1258,1492,1375,320,205,306,13.63
1068,1258,1499,1329,145,295,369,18.79
1068,1258,1499,1348,150,275,349,17.76
1068,1258,1516,1336,141,249,322,16.45
1074,1258,1428,1180,108,192,293,14.13
1061,1258,1499,1273,134,236,323,11.65
1000,1259,1487,1216,247,467,391,6.06
1059,1260,1475,1305,289,260,341,7.96
1056,1260,1488,1311,298,264,346,7.91
1063,1260,1462,1326,185,278,352,18.17
1065,1260,1502,1325,147,307,378,18.82
1050,1260,1485,1268,130,221,317,12.97
1060,1261,1477,1295,295,268,347,8.1
1072,1261,1472,1320,170,312,378,12.48
1075,1262,1480,1333,216,285,360,18.33
1071,1262,1468,1316,166,304,371,16.75
1086,1264,1490,1325,181,304,371,16.68
1027,1264,1487,1250,116,170,259,12.33
1023,1265,1506,1251,389,589,483,8.1
1023,1265,1506,1251,389,589,483,8.63
1075,1265,1446,1308,224,353,399,8.32
1060,1265,1501,1298,135,238,325,6.69
1050,1265,1522,1347,140,261,340,17.28
1012,1267,1517,1209,239,467,389,6.33
1008,1267,1513,1224,378,577,481,7.39
914,1267,1638,1417,145,603,459,11.09
1080,1267,1499,1333,174,328,394,17.22
1045,1267,1485,1269,126,216,300,9.97
1039,1268,1495,1193,228,488,401,6.52
1073,1268,1476,1324,180,326,393,16.96
1097,1268,1483,1318,176,305,371,16.48
1078,1268,1506,1318,144,301,377,18.34
1063,1268,1506,1339,147,271,348,18.55
1073,1268,1518,1345,141,259,330,17.73
1067,1268,1529,1355,147,264,341,16.38
1066,1268,1496,1286,129,237,322,9.02
1054,1268,1498,1283,128,231,320,10.34
1021,1269,1505,1245,334,560,464,6.25
1079,1270,1521,1351,143,268,336,16.33
1067,1270,1491,1293,139,230,311,13.39
1084,1271,1517,1339,146,296,366,18.13
1057,1271,1487,1276,127,230,309,9.55
1074,1273,1499,1351,197,267,347,17.17
1056,1273,1513,1331,140,258,332,16.84
1057,1273,1498,1271,127,231,316,10.28
1059,1273,1495,1294,137,259,335,11.33
1091,1274,1498,1357,215,321,393,18.62
1080,1274,1495,1338,180,319,399,16.71
1072,1274,1496,1329,172,312,390,18.29
1085,1274,1521,1348,143,305,372,17.21
1078,1274,1533,1357,145,271,341,16.45
1039,1276,1525,1257,405,597,498,7.8
1029,1276,1503,1240,346,571,472,6.29
1084,1276,1472,1272,143,282,353,8.71
1085,1276,1517,1308,423,346,417,9.31
1079,1276,1485,1343,220,285,350,17.25
1063,1276,1494,1285,126,224,306,9.58
1090,1277,1492,1305,302,279,353,7.92
1069,1277,1506,1325,142,284,363,18.16
1066,1277,1495,1300,135,234,324,11.74
1026,1278,1516,1243,350,578,478,6.62
1061,1279,1496,1299,133,227,317,5.66
1078,1279,1490,1302,313,293,372,7.69
1085,1279,1499,1287,453,373,443,9.51
1081,1279,1496,1338,159,285,356,16.83
1072,1279,1521,1351,144,260,335,16.63
1084,1279,1539,1353,144,272,352,18.94
1059,1279,1507,1271,122,173,283,12.44
1027,1280,1513,1268,378,584,484,6.43
1063,1280,1491,1281,128,238,308,10.02
1042,1281,1503,1212,256,509,413,6.15
1028,1282,1526,1253,297,505,421,6.9
1095,1282,1517,1340,150,322,384,18.72
1054,1283,1502,1305,133,230,312,6.72
1098,1283,1505,1349,168,313,382,18.97
1041,1285,1531,1261,416,597,498,7.48
1084,1285,1509,1374,261,222,305,16.65
1089,1285,1509,1351,216,310,385,17.75
1073,1285,1527,1351,144,266,343,17.93
1044,1286,1530,1259,416,608,507,7.68
1044,1286,1530,1259,416,608,507,8.64
1044,1286,1530,1259,416,608,507,8.3
1030,1286,1527,1259,421,600,506,7.94
1072,1286,1503,1302,138,250,330,6.65
1109,1288,1514,1361,230,327,396,18.04
1083,1288,1513,1342,142,306,371,16.98
1079,1288,1528,1353,147,277,346,16.4
1073,1289,1506,1291,134,249,340,9.2
1052,1291,1536,1270,419,602,498,7.54
1102,1291,1499,1352,219,326,399,17.61
1093,1291,1514,1309,143,251,337,12.57
1105,1292,1543,1370,449,293,361,17.02
1086,1292,1499,1343,196,270,352,17.39
1054,1293,1554,1287,448,619,519,7.66
1050,1294,1535,1260,296,518,436,6.8
1053,1294,1550,1283,435,627,523,8.37
1104,1295,1505,1357,205,296,366,17.46
1077,1295,1518,1307,141,282,361,9.05
1037,1297,1537,1271,366,582,490,6.23
1058,1297,1539,1296,381,584,490,7.49
1095,1297,1516,1380,277,226,305,16.72
1099,1297,1520,1366,212,319,389,17.41
1054,1298,1550,1275,436,621,521,8.08
1098,1298,1510,1367,238,311,376,17.13
1099,1298,1531,1344,180,301,373,14.46
1071,1298,1514,1300,136,273,353,8.49
1063,1299,1562,1292,452,632,525,7.49
1063,1299,1562,1292,452,632,525,7.75
1052,1299,1543,1272,378,590,501,6.35
1051,1299,1545,1304,403,597,494,8.16
1043,1300,1532,1278,441,625,521,7.77
1049,1301,1534,1270,403,588,495,7.09
1055,1301,1535,1270,375,601,498,6.32
1087,1301,1511,1382,256,215,301,16.67
1104,1301,1490,1365,247,305,365,17.61
1101,1301,1516,1329,148,275,350,13.73
1050,1302,1543,1272,317,532,442,5.03
1084,1304,1529,1316,139,267,347,6.15
1096,1304,1533,1324,138,295,366,8.43
1086,1305,1542,1335,142,268,350,6.74
1098,1305,1544,1396,214,250,326,18.94
1079,1305,1528,1305,136,276,349,16.84
1053,1307,1534,1281,389,591,487,6.56
1068,1307,1553,1314,432,623,521,8.73
1119,1307,1521,1395,256,311,382,17.19
1068,1307,1524,1300,142,295,365,15
1048,1308,1533,1270,362,590,493,6.46
1105,1308,1550,1376,154,332,396,17.11
1043,1310,1542,1285,417,609,506,6.96
1057,1310,1558,1295,389,601,501,6.38
1091,1310,1529,1331,142,262,347,13.87
1096,1310,1532,1365,132,190,281,15.4
1133,1310,1550,1393,237,342,411,17.22
1063,1310,1533,1325,134,231,313,11.8
1052,1311,1557,1284,432,635,523,7
1057,1311,1547,1300,434,610,511,7.15
1062,1311,1540,1234,274,530,433,6.59
1054,1311,1553,1314,430,622,520,8.8
1096,1311,1536,1333,144,285,361,6.81
1097,1311,1527,1367,137,179,255,14.62
1096,1311,1536,1335,145,282,353,11.3
1063,1312,1555,1301,454,623,527,7.98
1072,1312,1563,1255,315,569,469,6.49
1052,1313,1550,1286,448,621,522,8.19
1068,1313,1545,1234,274,537,440,6.52
1048,1313,1555,1316,410,605,501,7.31
1103,1313,1483,1379,294,372,419,12.18
1061,1314,1557,1306,427,617,511,7.15
1095,1314,1555,1342,147,289,369,6.5
1097,1314,1528,1329,146,265,344,13.25
1085,1316,1517,1316,139,285,352,8.92
1059,1317,1555,1290,332,547,450,6.67
1064,1317,1557,1296,382,586,487,6.38
1087,1317,1566,1355,146,283,361,7.21
1102,1317,1555,1356,144,270,355,7.14
1114,1317,1537,1402,289,276,350,16.93
1125,1317,1550,1391,258,338,410,17.54
1072,1318,1557,1266,330,577,481,6.59
1091,1319,1544,1393,214,241,322,18.63
1149,1320,1569,1364,459,368,441,9.17
1057,1321,1548,1296,425,609,507,7.03
1091,1321,1575,1314,491,638,531,6.61
1052,1322,1449,1414,602,907,815,10.86
1104,1322,1543,1382,245,315,391,9.03
1119,1322,1529,1400,273,266,336,16.73
1104,1323,1536,1415,361,214,295,17.12
1111,1323,1529,1391,268,281,354,16.66
1091,1324,1568,1272,363,609,504,5.79
1071,1325,1573,1282,315,549,453,6.28
1055,1325,1560,1296,334,536,454,5.99
1105,1325,1562,1356,147,279,361,7.24
1108,1325,1555,1356,446,362,428,9.43
1121,1325,1569,1342,144,302,382,12.65
1104,1325,1540,1353,147,275,348,11.59
1082,1326,1575,1294,434,622,523,7.07
1111,1326,1553,1357,147,275,344,7.48
1104,1326,1558,1366,147,249,332,7.03
1090,1326,1550,1411,199,233,313,18.79
1105,1326,1554,1314,140,279,353,15.41
1097,1326,1559,1344,139,262,340,12.22
1071,1327,1566,1312,435,626,525,7.09
1073,1327,1572,1327,431,638,538,8.23
1101,1328,1559,1373,148,267,347,8.22
1122,1328,1557,1414,298,236,319,17.22
1089,1329,1547,1376,190,304,367,7.99
1119,1329,1561,1445,327,222,303,17.3
1119,1329,1524,1380,233,368,422,16.65
1147,1331,1555,1370,602,505,522,8.31
1111,1331,1561,1361,159,302,378,6.94
1099,1331,1554,1352,148,275,355,6.67
1097,1331,1559,1357,146,259,343,7.51
1117,1331,1529,1418,320,251,325,17.03
1107,1331,1561,1325,140,296,364,15.09
1114,1332,1544,1353,184,315,395,8.8
1120,1332,1553,1439,338,221,301,14.02
1108,1332,1563,1339,146,299,376,14.23
1115,1332,1565,1336,137,271,360,11.98
1083,1334,1580,1324,436,627,524,6.77
1098,1334,1553,1358,145,266,341,10.04
1119,1334,1561,1358,162,304,379,7.26
1127,1334,1537,1422,391,215,294,17.72
1128,1334,1518,1367,247,362,422,13.46
1113,1335,1555,1345,141,264,341,10.42
1104,1335,1568,1362,164,299,378,7.55
1116,1335,1563,1370,148,284,361,6.85
1096,1335,1581,1375,148,261,342,8.43
1125,1335,1562,1441,334,232,306,17.07
1116,1335,1557,1436,325,234,309,16.98
1103,1335,1569,1318,139,290,366,15.46
1111,1337,1537,1386,229,313,389,9.65
1120,1337,1553,1401,351,329,388,8.43
1221,1338,1648,1262,257,139,525,6.73
1113,1338,1566,1352,144,281,365,6.22
1113,1338,1562,1362,155,301,376,16.92
1150,1338,1527,1374,256,366,434,13.36
1061,1339,1612,1322,301,518,432,7.19
1138,1339,1559,1386,189,359,416,17.21
1120,1339,1555,1340,145,300,372,15.59
1107,1340,1592,1304,424,662,553,5.57
1114,1341,1559,1352,146,292,369,9.21
1116,1341,1572,1371,155,307,382,6.86
1095,1341,1573,1379,161,298,371,6.64
1116,1341,1577,1382,155,259,336,7.09
1083,1342,1562,1324,438,644,543,7.73
1116,1342,1585,1331,472,657,550,8.08
1105,1342,1574,1370,150,292,372,7.41
1125,1342,1598,1449,318,199,289,18.1
1104,1342,1558,1347,138,281,354,13.64
1119,1342,1562,1358,168,292,367,12.75
1122,1344,1579,1379,155,272,348,6.86
1125,1344,1594,1382,179,276,365,8.74
1127,1344,1588,1476,373,248,326,9.68
1145,1344,1558,1408,256,357,418,17.36
1117,1344,1569,1427,234,234,319,18.45
1116,1344,1568,1340,144,304,375,17.26
1099,1345,1582,1339,451,670,554,8.25
1126,1345,1591,1379,176,322,402,6.89
1141,1345,1607,1491,344,215,312,14.2
1152,1345,1572,1441,340,267,340,17.27
1133,1345,1543,1378,241,370,423,17.17
1132,1345,1576,1356,149,302,388,13.32
1123,1345,1570,1356,142,262,340,12.31
1104,1345,1555,1358,146,262,337,11.65
1137,1345,1563,1370,201,315,383,12.69
1129,1345,1532,1383,247,366,423,12.97
1078,1346,1586,1317,436,637,529,6.82
1120,1347,1574,1367,149,284,361,7.39
1129,1347,1544,1397,267,322,400,9.21
1149,1347,1565,1442,413,234,320,18.76
1138,1347,1596,1450,325,219,305,18.12
1133,1347,1579,1444,322,260,338,16.91
1127,1348,1596,1395,168,285,363,7.82
1123,1348,1591,1395,183,277,369,8.51
1156,1348,1522,1374,264,378,437,13.22
1126,1348,1535,1384,258,357,423,13.04
1090,1349,1592,1296,391,625,521,5.83
1097,1349,1597,1311,395,638,531,5.69
1092,1349,1592,1310,423,668,562,5.97
1093,1349,1591,1339,443,629,526,6.83
1114,1350,1580,1384,157,279,358,7.25
1119,1350,1583,1371,174,283,373,7.42
1144,1350,1588,1468,357,243,319,16.97
1121,1350,1557,1351,145,305,371,8.59
1107,1351,1605,1338,456,651,548,7.8
1103,1351,1608,1322,427,670,565,5.48
1133,1351,1584,1369,149,283,363,8.18
1127,1351,1594,1467,333,214,301,14.02
1137,1351,1607,1472,344,236,312,18.27
1140,1351,1574,1453,352,236,318,17.18
1104,1352,1600,1310,406,646,544,6.28
1098,1353,1590,1342,458,650,558,8.39
1104,1353,1595,1336,472,660,554,7.64
1143,1353,1581,1387,192,329,395,6.53
1099,1353,1568,1367,150,278,352,7.66
1117,1353,1591,1387,154,271,354,7.57
1159,1353,1531,1424,463,231,320,18.31
1127,1353,1584,1344,145,312,382,15.22
1153,1354,1585,1463,366,272,349,17.28
1135,1354,1533,1378,260,357,423,13.51
1147,1354,1543,1418,349,415,470,12.8
1101,1355,1596,1355,476,673,554,8.17
1101,1355,1596,1355,476,673,554,8
1121,1356,1594,1392,161,264,350,7.18
1135,1356,1574,1415,255,338,412,9.85
1134,1356,1568,1454,346,244,322,17.01
1111,1357,1603,1317,406,638,532,6.28
1114,1357,1596,1315,421,654,548,6.13
1126,1357,1607,1321,436,676,570,5.87
1089,1357,1592,1336,424,624,524,6.68
1135,1357,1592,1386,185,322,393,7.08
1133,1357,1574,1404,206,294,375,9.19
1144,1357,1592,1458,357,234,309,18.14
1104,1358,1604,1316,429,682,566,6.08
1109,1359,1605,1323,435,674,563,6.05
1122,1359,1577,1376,157,298,367,9.11
1137,1359,1584,1392,183,323,387,7.02
1143,1359,1587,1373,150,277,353,7.61
1147,1359,1592,1417,220,302,385,9.29
1117,1359,1551,1404,238,322,396,9.94
1157,1359,1595,1402,496,396,464,9.19
1139,1359,1596,1383,176,312,381,17.38
1138,1359,1572,1348,145,306,377,13.76
1137,1360,1589,1389,164,300,376,6.83
1131,1360,1596,1417,145,227,309,15.06
1121,1360,1565,1347,139,290,375,14.17
1106,1362,1601,1317,428,669,560,5.44
1117,1362,1617,1335,442,679,570,5.73
1089,1362,1597,1352,447,638,529,6.75
1089,1362,1597,1352,447,638,529,6.77
1131,1362,1568,1413,269,339,411,4.54
1116,1362,1570,1422,260,341,407,9.64
1129,1362,1566,1413,252,319,396,10.34
1147,1362,1518,1411,474,236,316,17.39
1147,1362,1580,1463,349,259,340,16.89
1143,1362,1592,1409,202,384,441,17.5
1126,1362,1580,1445,242,241,324,18.35
1121,1362,1563,1384,153,282,350,11.78
1123,1362,1584,1379,147,276,358,11.95
1177,1362,1522,1413,410,438,499,9.56
1100,1363,1600,1330,467,660,556,7.83
1095,1363,1601,1348,452,638,538,6.71
1123,1363,1585,1395,166,266,348,7.45
1127,1363,1583,1353,153,328,397,14.92
1153,1363,1525,1392,267,361,429,13.3
1106,1364,1602,1358,473,666,557,7.71
1107,1365,1597,1357,470,667,563,8.06
1147,1365,1584,1386,210,341,414,9.17
1128,1365,1584,1382,175,317,389,7
1132,1365,1594,1379,152,282,359,7.31
1119,1365,1577,1387,157,268,352,6.86
1122,1365,1559,1410,255,326,395,9.99
1137,1365,1579,1463,382,231,311,15.74
1128,1365,1613,1508,351,193,281,16.66
1125,1365,1603,1466,298,210,289,17.4
1138,1365,1606,1475,267,237,314,18.11
1111,1366,1623,1331,463,696,578,7.94
1147,1366,1592,1391,174,273,354,7.37
1139,1366,1599,1481,357,238,318,17.16
1123,1366,1609,1506,329,194,282,16.6
1135,1366,1603,1490,381,220,311,17.19
1152,1366,1532,1414,333,403,455,12.95
1115,1368,1587,1408,181,307,377,10.37
1114,1368,1581,1392,172,300,373,7.34
1131,1368,1606,1410,208,305,378,8.06
1134,1368,1566,1423,293,353,412,9.79
1141,1368,1572,1419,258,318,394,10.48
1151,1368,1610,1486,365,278,355,14.81
1134,1368,1595,1464,263,214,309,17.22
1140,1368,1579,1344,144,309,385,14.66
1123,1368,1583,1395,167,295,361,12.16
1113,1369,1613,1364,487,674,569,7.83
1146,1369,1592,1386,181,327,395,7.19
1113,1369,1609,1410,197,298,379,7.93
1156,1369,1610,1410,470,372,435,10.11
1128,1369,1613,1497,355,227,305,14.53
1153,1369,1584,1476,414,238,317,15.75
1139,1369,1588,1415,145,222,301,15.72
1138,1369,1606,1511,352,215,295,17.4
1139,1369,1602,1398,197,344,405,16.89
1131,1370,1623,1335,444,687,571,6.28
1109,1370,1624,1345,464,708,596,8.01
1158,1371,1548,1449,463,242,324,16.48
1144,1371,1591,1480,321,231,312,16.04
1146,1371,1592,1470,299,243,325,16.02
1137,1371,1598,1397,183,309,383,17.19
1117,1372,1624,1340,451,689,574,5.78
1126,1372,1632,1344,447,686,570,6.2
1110,1372,1636,1334,436,686,566,7.07
1155,1372,1600,1405,228,296,384,8.8
1137,1372,1592,1476,382,237,314,18.76
1116,1372,1598,1468,303,199,284,17.32
1128,1372,1602,1493,386,220,312,17.37
1150,1372,1613,1467,259,232,323,17.2
1145,1372,1602,1396,188,307,382,17.01
1126,1374,1635,1334,449,677,570,6.94
1127,1374,1599,1406,210,312,384,8.34
1151,1374,1591,1440,273,346,410,8.95
1125,1374,1558,1413,259,328,396,8.84
1147,1374,1621,1488,315,217,300,16.95
1151,1374,1602,1401,185,312,385,17.09
1135,1374,1594,1362,149,321,395,15.21
1124,1375,1633,1336,442,690,572,6.1
1128,1375,1595,1415,205,302,383,7.51
1150,1375,1629,1454,194,262,343,15.27
1164,1375,1543,1405,298,392,457,13.08
1123,1377,1623,1337,450,681,567,5.94
1130,1377,1637,1355,449,679,574,6.23
1124,1377,1627,1336,465,704,590,7.83
1135,1377,1648,1348,454,685,571,7.55
1118,1378,1621,1372,478,677,570,7.71
1134,1378,1633,1375,507,689,582,7.73
1126,1378,1636,1342,446,677,562,6.28
1171,1378,1611,1400,189,334,405,8.26
1140,1378,1613,1448,251,282,359,9.36
1153,1378,1629,1495,361,234,318,17.45
1161,1378,1592,1466,373,328,394,15.58
1149,1378,1600,1466,269,260,344,18.55
1137,1378,1606,1396,189,333,395,17.51
1162,1378,1547,1444,383,430,475,12.17
1141,1379,1606,1414,198,347,410,6.68
1143,1379,1587,1435,271,285,365,8.6
1144,1379,1611,1437,150,234,314,15.35
1199,1379,1502,1391,506,503,514,10.79
1111,1380,1627,1384,483,680,566,7.27
1133,1380,1641,1342,459,700,584,7.03
1122,1380,1636,1352,477,709,593,8.22
1128,1381,1627,1377,428,626,518,6.06
1117,1381,1608,1355,485,674,571,8.31
1123,1381,1618,1343,440,672,565,6.62
1135,1381,1633,1346,447,682,569,6.15
1126,1381,1637,1332,449,694,587,7.09
1134,1381,1645,1350,463,706,593,7.64
1140,1381,1609,1423,189,290,361,8.22
1159,1381,1591,1429,273,327,404,10.74
1168,1381,1624,1437,349,324,400,8.45
1157,1381,1618,1417,481,378,457,9.54
1143,1381,1614,1441,157,236,316,15.05
1138,1381,1607,1404,192,323,390,16.53
1129,1382,1633,1345,458,697,579,6.22
1127,1382,1634,1342,459,684,574,6.03
1129,1382,1626,1343,453,686,573,6.5
1119,1382,1632,1330,450,689,578,6.6
1129,1382,1651,1353,465,714,596,8.06
1125,1382,1648,1349,474,707,591,7.82
1123,1382,1642,1346,461,688,572,7.1
1128,1382,1647,1351,461,696,584,7.3
1132,1382,1613,1414,206,310,387,7.67
1123,1382,1584,1464,305,262,334,16.45
1144,1382,1629,1511,331,224,305,17
1123,1382,1595,1401,155,306,376,12.49
1180,1382,1520,1414,456,499,537,9.4
1107,1383,1613,1349,460,659,554,6.57
1131,1383,1621,1342,444,680,565,6.13
1121,1383,1636,1352,453,687,578,6.14
1131,1383,1644,1336,460,693,580,7.5
1133,1383,1634,1350,479,714,597,7.86
1128,1383,1638,1357,491,710,598,8.34
1138,1383,1652,1344,455,693,577,7.6
1135,1384,1639,1362,465,691,576,6.23
1131,1384,1630,1352,454,682,571,6.28
1113,1384,1645,1353,450,675,571,6.16
1123,1384,1633,1343,462,680,565,6.57
1117,1384,1630,1327,434,658,549,6.26
1133,1384,1592,1422,212,317,388,7.27
1135,1384,1591,1417,217,318,387,8.18
1149,1384,1614,1506,406,236,322,17.71
1153,1384,1609,1463,267,265,352,18.61
1152,1384,1617,1404,201,335,401,16.39
1118,1385,1621,1354,409,609,509,6.19
1132,1385,1633,1371,499,686,582,7.58
1133,1385,1632,1344,460,681,579,5.6
1122,1385,1636,1344,461,698,583,6.17
1136,1385,1645,1356,458,680,564,6.61
1132,1385,1645,1350,452,677,573,6.34
1126,1385,1641,1345,477,710,596,7.96
1151,1385,1602,1420,198,299,373,8.32
1146,1385,1610,1406,207,306,384,8.15
1151,1385,1589,1433,268,323,404,10.7
1168,1385,1621,1462,498,363,424,10.25
1163,1385,1625,1502,329,226,311,16.84
1151,1385,1614,1485,268,230,319,18.38
1134,1385,1621,1490,286,245,325,17.85
1176,1385,1558,1418,331,403,470,13.37
1116,1387,1645,1348,391,600,495,6.15
1133,1387,1636,1346,458,692,579,6.55
1141,1387,1636,1337,446,689,579,6.4
1131,1387,1656,1344,459,700,587,7.41
1162,1387,1602,1417,223,295,375,8.97
1164,1387,1633,1441,225,264,352,7.82
1157,1387,1633,1486,224,275,353,15.35
1150,1387,1609,1404,201,324,393,18.81
1151,1387,1614,1413,197,311,390,17.35
1119,1388,1635,1344,455,694,576,6.11
1123,1388,1642,1344,446,691,577,6.17
1131,1388,1639,1340,448,682,574,6.39
1129,1388,1644,1341,450,703,587,6.7
1134,1388,1648,1344,467,700,597,7.13
1133,1388,1591,1398,174,296,376,8.99
1126,1388,1603,1417,223,307,381,7.92
1163,1388,1603,1493,388,317,390,15.71
1162,1388,1625,1510,406,241,323,17.9
1150,1388,1624,1479,274,264,336,18.89
1139,1388,1620,1485,278,253,326,17.17
1156,1388,1614,1482,265,238,329,17.1
1118,1389,1626,1373,503,686,580,7.56
1133,1389,1648,1361,462,695,583,6.21
1132,1389,1632,1352,453,681,572,6.38
1131,1389,1651,1353,461,698,579,6.48
1129,1389,1634,1331,458,689,579,6.44
1132,1389,1644,1342,456,698,580,6.46
1130,1389,1644,1340,460,700,590,6.47
1134,1389,1637,1341,463,700,584,6.92
1130,1389,1635,1340,453,706,586,6.56
1135,1389,1643,1348,468,705,591,8.43
1130,1389,1659,1352,455,686,578,6.7
1124,1390,1642,1356,383,587,484,7.28
1138,1390,1648,1350,459,703,586,6.38
1153,1390,1600,1442,280,295,379,8.82
1157,1390,1622,1477,490,324,390,16.85
1176,1390,1563,1458,483,273,342,17.37
1156,1390,1584,1489,392,326,384,15.4
1143,1390,1629,1515,353,232,312,16.94
1173,1390,1551,1433,349,426,482,12.89
1129,1391,1624,1358,389,614,506,6.85
1140,1391,1647,1357,480,704,592,7.93
1126,1391,1643,1343,468,702,587,7.71
1151,1391,1620,1411,211,350,418,6.97
1170,1391,1592,1433,300,369,449,10.13
1158,1391,1589,1429,309,373,438,9.6
1174,1391,1667,1488,496,359,432,16.47
