X1,X2,X3,X4,X5,X6,X7,y
1230,1476,1680,1498,307,425,477,8.44
1234,1476,1684,1511,352,431,492,9.1
1221,1476,1702,1587,444,358,411,15.85
1206,1476,1700,1595,422,309,376,17.37
1207,1476,1719,1614,428,276,347,16.52
1210,1476,1717,1606,432,264,342,16.48
1225,1476,1725,1600,437,302,370,16.96
1222,1476,1722,1596,388,282,363,15.93
1217,1476,1732,1592,360,267,356,14.94
1227,1477,1708,1579,401,336,408,10.55
1241,1477,1708,1573,408,355,419,17.44
1198,1477,1700,1570,397,290,361,16.93
1215,1477,1718,1591,368,270,344,15.38
1216,1477,1706,1569,337,273,350,16.93
1203,1479,1729,1418,504,696,586,6.07
1235,1479,1665,1516,402,484,520,8.75
1252,1479,1667,1512,392,483,535,8.95
1240,1479,1682,1530,427,478,526,8.63
1230,1479,1693,1495,324,442,494,9.25
1223,1479,1678,1502,334,409,464,8.31
1213,1479,1715,1534,446,385,443,18.9
1234,1479,1713,1579,417,363,418,18.49
1227,1479,1732,1628,435,294,372,15.66
1240,1479,1696,1480,259,425,479,9.82
1215,1480,1680,1525,346,401,458,9.64
1235,1480,1721,1532,466,402,459,10.9
1237,1480,1717,1541,426,342,410,13.37
1241,1480,1708,1595,501,362,426,16.48
1245,1480,1711,1587,397,349,412,18.2
1227,1480,1726,1588,404,357,424,17.69
1207,1480,1719,1603,417,315,387,17.63
1217,1480,1717,1603,388,296,366,17.55
1210,1480,1724,1587,346,290,371,16.67
1202,1481,1735,1424,504,691,586,6.56
1219,1482,1695,1502,300,397,458,8.72
1221,1482,1703,1495,281,418,472,8.57
1236,1482,1706,1594,483,342,407,17.31
1240,1482,1741,1609,434,344,416,17.98
1233,1482,1715,1614,439,345,411,17.53
1230,1482,1751,1631,443,277,354,17.5
1230,1482,1719,1603,461,298,364,17.34
1221,1482,1728,1591,356,278,356,16.1
1211,1482,1730,1594,373,285,354,15.65
1219,1482,1748,1619,379,275,358,15.33
1218,1482,1732,1587,370,294,379,18.32
1233,1483,1700,1501,322,431,484,9.56
1225,1483,1703,1489,264,402,464,7.2
1248,1483,1693,1519,381,441,500,9.17
1229,1483,1747,1570,520,390,453,18.2
1235,1483,1729,1599,421,340,404,18.08
1234,1483,1722,1591,401,347,422,17.75
1225,1483,1744,1653,443,298,376,15.77
1234,1483,1722,1608,459,311,371,17.13
1216,1483,1744,1601,360,293,373,15.82
1209,1483,1729,1584,373,313,387,18.06
1246,1485,1669,1516,400,470,513,8.1
1252,1485,1708,1495,278,421,475,7.97
1224,1485,1692,1586,466,329,395,14.61
1236,1485,1724,1592,406,317,384,17.78
1231,1485,1733,1606,426,322,391,15.33
1201,1486,1740,1448,520,704,596,6.63
1247,1486,1725,1537,450,376,435,11.3
1236,1486,1737,1568,560,412,467,18.72
1245,1486,1714,1597,435,332,405,16.36
1236,1486,1715,1573,378,356,414,10.48
1234,1486,1718,1582,396,361,429,10.62
1242,1486,1715,1609,494,389,449,15.24
1231,1486,1726,1579,408,357,419,18.19
1227,1486,1734,1599,408,352,420,18
1240,1486,1728,1610,417,317,385,17.88
1224,1486,1740,1626,459,304,373,16.68
1207,1486,1710,1590,405,285,364,17.03
1246,1488,1684,1538,428,509,547,9.17
1271,1488,1673,1513,399,481,534,7.84
1231,1488,1713,1502,251,398,464,7.37
1239,1488,1711,1504,300,414,479,6.61
1229,1488,1717,1548,373,374,447,8.85
1240,1488,1702,1586,480,352,413,16.12
1236,1488,1745,1632,432,319,394,15.89
1249,1488,1750,1617,449,330,391,14.78
1230,1488,1711,1595,422,305,370,17.01
1210,1488,1736,1588,349,277,358,16.48
1195,1489,1730,1446,519,697,596,6.93
1253,1489,1669,1513,392,503,543,8.28
1259,1489,1684,1519,391,521,547,11.39
1263,1489,1667,1515,406,489,532,11.03
1269,1489,1703,1538,435,506,552,8.27
1230,1489,1715,1519,311,400,464,8.32
1229,1489,1715,1529,329,415,472,7.8
1234,1489,1725,1539,374,375,448,9.69
1240,1489,1728,1551,474,402,463,17.31
1251,1489,1733,1618,594,363,422,17.77
1245,1489,1726,1614,518,369,435,16.6
1236,1489,1713,1592,414,335,407,16.33
1253,1489,1721,1587,419,357,419,18.16
1236,1489,1739,1600,409,347,412,17.42
1219,1489,1756,1605,390,307,388,15.63
1261,1491,1684,1522,388,503,542,11.58
1241,1491,1685,1530,406,472,522,8.03
1234,1491,1702,1504,295,412,476,6.71
1235,1491,1702,1529,331,400,460,9.6
1254,1491,1708,1532,388,458,513,9.85
1221,1491,1704,1544,371,372,432,9.31
1252,1491,1711,1622,604,351,407,17.9
1245,1491,1695,1591,434,340,402,16.45
1240,1491,1734,1608,434,324,393,15.77
1230,1491,1760,1621,418,309,390,16.5
1231,1491,1724,1614,388,270,356,14.92
1247,1492,1719,1619,591,347,416,17.13
1235,1492,1732,1605,523,376,431,17.93
1242,1492,1741,1630,444,324,393,15.95
1242,1492,1737,1621,435,319,390,15.33
1251,1492,1754,1618,419,346,410,15.54
1229,1492,1729,1605,435,329,399,16.11
1229,1492,1740,1610,381,287,376,16.12
1242,1492,1706,1499,286,436,493,9.46
1198,1493,1730,1447,529,695,592,6.81
1243,1494,1689,1529,396,499,532,11.41
1219,1494,1703,1555,366,374,428,8.57
1235,1494,1740,1552,454,384,451,18.87
1225,1494,1740,1636,434,309,365,17.25
1240,1494,1745,1631,431,332,404,15.4
1243,1494,1744,1619,434,339,402,14.87
1243,1494,1737,1617,439,310,371,15.62
1219,1495,1726,1526,320,413,469,8.78
1239,1495,1689,1525,374,452,500,9.93
1255,1495,1755,1623,479,375,446,16.28
1231,1495,1744,1636,439,295,376,16.21
1224,1495,1763,1639,449,335,402,14.82
1235,1495,1743,1617,434,326,400,14.77
1247,1495,1728,1625,527,323,390,17.07
1227,1496,1718,1526,316,403,467,8.16
1245,1496,1710,1556,375,430,482,10.16
1248,1496,1710,1542,374,434,489,9.94
1257,1496,1713,1610,609,378,424,18.43
1247,1496,1736,1597,523,384,438,18.17
1248,1496,1763,1614,432,350,420,17.48
1241,1496,1739,1609,415,326,394,18.42
1233,1496,1752,1634,401,287,367,14.47
1219,1498,1737,1453,533,703,592,6.51
1253,1498,1715,1533,388,460,519,9.82
1227,1498,1703,1591,501,357,412,14.73
1251,1498,1743,1623,518,352,424,14.6
1233,1498,1722,1600,423,328,391,16.4
1234,1498,1741,1592,375,283,365,15.42
1264,1499,1680,1535,428,495,543,8.51
1237,1499,1710,1497,285,389,451,5.94
1239,1499,1732,1565,390,386,447,8.32
1251,1499,1745,1648,458,346,410,17.4
1240,1499,1744,1643,434,304,372,17.21
1246,1499,1743,1644,456,322,388,15.91
1257,1499,1743,1639,443,324,390,15.33
1248,1499,1747,1632,439,336,407,15
1231,1499,1759,1643,478,312,387,16.69
1235,1499,1745,1618,406,310,381,16.55
1222,1499,1754,1608,383,304,377,16.04
1218,1500,1743,1468,539,708,607,6.71
1254,1501,1713,1512,302,417,473,6.97
1249,1501,1747,1566,474,407,466,15.92
1249,1501,1737,1603,490,359,417,16.54
1253,1501,1728,1625,511,400,460,15.65
1237,1501,1730,1606,404,333,399,17.68
1243,1501,1732,1630,426,328,402,17.74
1222,1501,1732,1610,418,299,375,17.17
1278,1502,1685,1524,414,512,553,8.19
1219,1502,1714,1560,388,395,449,8.38
1247,1502,1730,1636,426,317,391,17.99
1242,1502,1758,1649,443,345,401,14.84
1236,1502,1758,1630,384,295,370,15.88
1230,1502,1760,1610,387,294,373,15.03
1246,1504,1736,1556,364,425,477,10.75
1255,1504,1740,1618,525,375,436,16.72
1247,1504,1751,1622,507,363,440,15.76
1234,1504,1756,1641,437,332,396,17.46
1251,1504,1755,1649,445,319,395,15.61
1239,1504,1752,1637,404,278,364,14.87
1229,1504,1734,1597,375,310,378,17.69
1211,1505,1757,1439,528,698,593,6.29
1117,1505,1841,1592,451,692,548,11.93
1234,1505,1722,1573,384,398,457,8.43
1252,1505,1781,1615,550,397,459,18.42
1258,1505,1721,1605,424,352,412,16.15
1265,1505,1721,1613,511,401,455,14.77
1240,1505,1737,1597,430,344,406,17.66
1257,1505,1751,1628,422,338,413,18.05
1255,1505,1760,1659,461,324,401,15.85
1248,1505,1762,1639,443,345,413,14.94
1235,1505,1732,1610,463,336,391,16.67
1228,1505,1737,1628,395,302,371,16.16
1252,1505,1711,1510,299,447,502,9.22
1215,1507,1747,1468,540,710,610,6.92
1270,1507,1699,1557,415,483,525,8.19
1234,1507,1714,1529,293,404,455,7.54
1249,1507,1739,1560,368,420,471,9.29
1267,1508,1707,1533,405,455,517,9.45
1246,1508,1744,1563,468,401,455,17.17
1260,1508,1747,1627,454,400,459,9.2
1245,1508,1756,1625,422,338,411,18.64
1225,1508,1747,1640,444,315,387,15.99
1239,1508,1747,1625,378,295,365,12.21
1249,1510,1726,1524,315,414,466,7.39
1258,1510,1743,1561,353,453,499,8.74
1265,1510,1739,1573,388,443,498,9.55
1254,1510,1732,1628,620,397,455,18.36
1230,1510,1725,1596,509,368,434,16.9
1269,1510,1771,1635,448,362,423,18.55
1241,1510,1756,1636,439,347,417,14.62
1243,1510,1739,1634,446,338,402,14.85
1241,1510,1752,1619,386,304,371,13.51
1265,1511,1722,1530,311,421,481,7.3
1261,1511,1743,1537,331,455,505,7.01
1257,1511,1751,1553,351,434,495,8.43
1241,1511,1767,1648,440,326,394,17.36
1242,1511,1758,1621,399,304,377,16.08
1221,1513,1767,1469,544,709,600,6.16
1217,1513,1765,1458,524,708,604,6.59
1237,1513,1721,1621,525,359,413,15.47
1269,1513,1751,1637,580,417,467,17.6
1252,1513,1740,1606,431,381,441,9.01
1249,1513,1759,1639,485,401,455,16.35
1248,1513,1747,1613,445,378,434,18.43
1235,1513,1747,1639,476,310,381,17.1
1230,1513,1750,1628,410,321,385,18.2
1231,1513,1748,1622,410,306,375,16.4
1249,1513,1762,1626,399,310,385,15.92
1245,1513,1756,1630,383,296,373,13.37
1234,1513,1758,1632,401,294,371,14.7
1252,1514,1734,1621,470,380,444,12.12
1265,1514,1736,1628,490,389,447,11
1265,1514,1747,1630,523,421,475,13.79
1248,1514,1756,1631,439,357,418,18.13
1281,1516,1718,1565,444,545,577,11.24
1279,1516,1713,1566,466,526,566,8.42
1261,1516,1739,1533,315,427,487,6.74
1245,1516,1710,1555,365,434,484,9.6
1242,1516,1719,1566,427,409,464,8.83
1255,1516,1740,1615,533,385,449,17.35
1243,1516,1745,1643,475,364,425,17.64
1239,1516,1758,1654,485,324,393,16.92
1235,1516,1758,1621,393,302,376,15.56
1236,1516,1754,1634,397,282,354,15
1243,1516,1751,1634,391,288,363,15.95
1245,1516,1760,1634,384,301,371,16.2
1287,1517,1699,1535,418,514,558,11.56
1246,1517,1741,1539,308,419,467,8.82
1248,1517,1752,1563,368,417,471,10.43
1246,1517,1734,1584,450,423,477,8.25
1257,1517,1736,1634,532,381,437,17.29
1251,1517,1755,1635,457,338,401,15.18
1247,1517,1766,1645,397,283,366,15.17
1257,1517,1728,1516,295,451,500,9.25
1218,1519,1769,1465,545,744,630,6.29
1244,1519,1759,1478,553,731,616,6.68
1277,1519,1693,1530,408,509,552,7.48
1260,1519,1740,1529,318,442,496,7
1259,1519,1737,1550,479,400,458,9.98
1261,1519,1739,1631,523,384,436,16.61
1254,1519,1734,1622,518,421,472,15.2
1275,1519,1734,1630,527,415,470,14.29
1253,1519,1747,1630,439,340,407,15.18
1251,1519,1762,1631,459,351,413,16.03
1242,1519,1765,1675,496,332,397,16.98
1245,1519,1748,1619,397,300,375,15.09
1263,1519,1763,1652,405,295,371,14.82
1253,1520,1750,1560,375,434,490,8.93
1254,1520,1751,1628,510,362,422,15.94
1240,1522,1750,1548,339,424,484,8.69
1271,1522,1765,1623,525,379,448,12.78
1261,1522,1736,1613,531,418,470,18.99
1251,1522,1745,1606,443,379,437,18.52
1242,1522,1762,1662,456,327,391,17.13
1264,1522,1771,1637,463,352,414,15.86
1254,1523,1750,1574,392,437,487,9.17
1283,1523,1776,1662,630,391,448,18.52
1266,1523,1765,1631,541,395,460,17.32
1246,1523,1771,1671,503,312,385,16.78
1257,1523,1770,1649,418,300,377,14.6
1228,1523,1765,1644,405,284,361,14.73
1242,1523,1760,1648,410,300,371,14.55
1245,1523,1766,1649,405,299,373,14.34
1247,1523,1773,1644,413,293,366,14.94
1260,1523,1721,1532,313,465,506,9.16
1226,1525,1748,1490,556,733,616,6.27
1259,1525,1756,1548,315,448,496,7.36
1254,1525,1721,1561,365,435,490,10.23
1254,1525,1776,1656,472,364,425,18.02
1260,1525,1773,1657,450,347,417,18.11
1269,1525,1767,1648,459,369,429,14.95
1239,1525,1765,1631,396,302,382,16.21
1247,1525,1777,1630,388,304,377,12.78
1247,1525,1776,1650,409,309,381,15.72
1285,1525,1725,1552,395,482,529,12.82
1236,1526,1764,1475,557,719,610,6.65
1219,1526,1769,1504,622,773,643,6.82
1271,1526,1692,1539,426,532,569,10.91
1283,1526,1693,1552,448,523,559,8.13
1261,1526,1741,1609,518,407,464,17.34
1261,1526,1756,1617,386,375,443,14.53
1260,1526,1754,1631,467,403,463,13.94
1272,1526,1759,1632,516,410,470,15
1259,1526,1765,1645,461,356,414,15.78
1241,1526,1766,1635,381,310,381,13.54
1267,1528,1741,1627,529,395,443,17.48
1288,1528,1756,1635,575,432,482,18.57
1247,1528,1773,1659,408,293,367,13.6
1258,1528,1773,1644,393,307,381,12.85
1267,1528,1724,1521,296,452,494,9.23
1242,1529,1770,1483,565,727,616,6.71
1288,1529,1700,1550,443,535,573,9.51
1263,1529,1737,1577,395,401,460,8.62
1258,1529,1733,1586,445,418,477,8.66
1258,1529,1773,1650,489,356,428,16.78
1272,1529,1763,1635,523,431,476,14.51
1255,1529,1750,1641,453,352,418,12.84
1245,1529,1769,1653,405,315,387,12.75
1265,1531,1756,1552,337,452,501,7.21
1282,1531,1755,1565,488,413,472,10.84
1266,1531,1759,1630,467,403,455,12.87
1276,1531,1751,1644,541,431,481,15.67
1273,1531,1791,1679,485,356,420,15.75
1249,1531,1766,1652,426,332,399,16.69
1235,1531,1777,1645,378,317,385,15.95
1233,1531,1762,1656,408,326,396,16.54
1265,1531,1722,1539,303,455,490,10.41
1255,1532,1771,1645,424,327,399,17.88
1267,1532,1784,1645,435,333,402,17.02
1258,1532,1793,1654,423,327,399,16.04
1252,1532,1777,1645,402,313,384,16.01
1267,1534,1766,1582,485,413,469,11.11
1267,1534,1769,1640,538,401,465,16.8
1269,1534,1784,1688,476,332,399,16.25
1263,1534,1785,1654,412,311,382,14.53
1267,1535,1741,1574,378,440,498,9.36
1248,1535,1734,1573,397,465,514,9.85
1283,1535,1766,1659,563,410,466,18.05
1261,1535,1765,1635,452,350,419,18.17
1252,1535,1773,1652,421,322,387,15.71
1249,1535,1771,1649,399,298,372,15.5
1245,1535,1771,1649,408,306,387,15.68
1238,1536,1782,1475,548,745,628,6.09
1281,1536,1710,1547,435,546,573,11.74
1271,1536,1751,1547,343,457,510,6.82
1276,1536,1744,1603,467,434,487,8.82
1278,1536,1763,1648,536,427,483,14.64
1257,1536,1791,1683,480,353,414,15.81
1236,1536,1769,1636,387,309,378,12.63
1247,1536,1781,1665,406,317,391,14.76
1269,1536,1748,1530,285,440,494,10.75
1236,1538,1802,1523,604,778,653,6.23
1238,1538,1789,1479,567,753,636,5.84
1238,1538,1789,1479,567,753,636,6.2
1253,1538,1770,1652,419,322,391,16.99
1258,1538,1780,1661,435,305,379,14.93
1277,1539,1786,1648,487,423,478,12.83
1264,1539,1789,1676,510,361,419,16.05
1285,1539,1789,1687,520,352,414,16.61
1257,1539,1778,1656,439,347,410,17.86
1261,1539,1786,1662,430,305,375,14.89
1289,1541,1703,1548,445,549,576,11.43
1276,1541,1773,1592,406,452,505,9.19
1271,1541,1792,1641,565,412,459,16.12
1279,1541,1774,1643,474,410,464,11.87
1259,1542,1739,1584,401,465,510,9.22
1271,1542,1754,1596,441,421,470,9.22
1285,1542,1771,1653,529,417,469,13.63
1279,1542,1765,1646,538,434,487,14.35
1264,1542,1793,1659,413,328,408,13.66
1275,1544,1759,1632,449,406,455,13.27
1282,1544,1811,1681,476,347,420,15.84
1253,1544,1781,1640,406,335,410,13.11
1277,1545,1760,1587,395,449,508,9.61
1302,1545,1773,1667,686,431,478,17.42
1269,1545,1781,1636,546,406,461,16.9
1283,1545,1766,1619,379,402,465,14.65
1288,1545,1762,1658,541,436,485,15.1
1264,1547,1804,1658,422,335,408,12.69
1308,1548,1748,1575,479,571,601,11.4
1289,1548,1781,1557,320,451,504,8.61
1278,1548,1776,1595,421,460,520,9.19
1281,1548,1780,1657,470,358,431,16.42
1294,1548,1766,1658,540,415,469,15.3
1255,1548,1767,1675,498,328,384,17.33
1272,1548,1806,1667,431,328,404,15.3
1261,1548,1776,1657,408,323,391,12.32
1281,1550,1774,1625,419,425,476,14.11
1282,1550,1797,1688,487,344,405,16.86
1285,1550,1792,1694,497,362,424,15.37
1270,1550,1815,1677,440,339,405,16.22
1248,1551,1798,1495,595,760,638,6.22
1276,1551,1791,1666,430,318,387,14.24
1255,1553,1789,1492,586,755,642,6.17
1301,1553,1781,1652,478,426,478,13.09
1271,1553,1804,1699,490,362,424,16.44
1266,1553,1817,1696,456,356,420,16.28
1255,1554,1806,1504,594,769,653,6.07
1272,1554,1788,1687,478,326,393,17.16
1287,1554,1818,1708,506,362,424,16.37
1260,1555,1820,1509,595,769,657,6.59
1267,1555,1778,1501,593,747,633,6.94
1249,1555,1808,1486,561,740,633,6.44
1273,1556,1806,1667,431,351,419,13.14
1270,1556,1803,1677,430,344,407,14.06
1281,1556,1802,1672,423,347,412,13.35
1257,1557,1796,1514,593,742,635,6.44
1273,1557,1784,1670,415,335,400,13.95
1270,1559,1776,1587,370,447,500,8.51
1277,1559,1797,1661,415,322,396,14.43
1264,1560,1823,1509,600,779,660,6.54
1260,1560,1818,1508,599,778,654,6.65
1269,1560,1812,1508,592,772,653,6.56
1296,1560,1821,1714,533,363,432,16.69
1281,1560,1811,1674,419,339,411,13.95
1287,1560,1808,1692,450,326,399,14.91
1308,1560,1760,1578,419,484,532,13.16
1315,1562,1741,1583,488,565,598,11.29
1294,1562,1781,1600,409,452,507,8.79
1295,1562,1762,1645,551,402,453,16.72
1285,1562,1815,1715,514,391,440,16.39
1279,1562,1814,1670,422,339,414,13.8
1296,1563,1832,1725,519,369,429,16.26
1282,1563,1802,1688,506,381,437,15.23
1270,1563,1808,1675,428,345,419,14.76
1259,1564,1812,1509,586,766,651,6.6
1314,1565,1785,1693,710,443,495,16.92
1293,1565,1780,1666,559,410,460,16.69
1299,1565,1774,1632,414,431,475,12.3
1275,1566,1825,1512,580,741,641,6.23
1291,1566,1781,1613,475,437,493,9.01
1308,1566,1791,1676,582,419,469,17
1294,1566,1792,1675,569,425,483,17.61
1295,1566,1797,1671,516,396,447,16.12
1273,1566,1810,1694,440,349,417,15.1
1266,1568,1819,1548,654,820,692,5.76
1289,1568,1799,1618,427,472,519,8.9
1294,1568,1821,1715,503,362,430,16.75
1270,1568,1789,1666,419,329,391,13.86
1326,1569,1765,1586,487,574,614,11.25
1275,1569,1807,1671,434,333,407,15.34
1294,1571,1803,1588,377,511,546,7.01
1265,1571,1811,1680,435,345,410,13.87
1321,1572,1766,1599,498,588,617,11.25
1283,1572,1800,1681,444,338,401,14.43
1294,1572,1828,1688,445,349,424,12.46
1269,1572,1789,1663,405,327,395,14.12
1257,1573,1826,1528,595,753,637,5.89
1258,1574,1813,1518,605,782,660,6.29
1305,1574,1793,1661,448,436,484,12.78
1273,1575,1814,1539,610,764,649,6.83
1293,1575,1796,1674,578,426,477,16.04
1302,1575,1833,1719,522,375,434,16.12
1290,1575,1836,1716,514,389,442,16.19
1281,1576,1825,1528,616,786,671,5.98
1256,1576,1880,1583,670,840,717,7.12
1267,1576,1836,1555,667,832,697,6.04
1294,1576,1825,1675,432,347,418,13.74
1279,1577,1824,1530,616,789,672,6.27
1287,1577,1768,1495,644,783,647,6.01
1307,1579,1807,1590,371,487,531,7.97
1290,1579,1807,1681,432,349,419,14.2
1259,1580,1828,1551,644,814,690,6.41
1318,1581,1777,1697,716,461,511,17.41
1305,1581,1830,1685,589,431,483,17.97
1302,1581,1836,1725,524,386,444,15.97
1306,1581,1840,1736,531,383,447,16.08
1259,1582,1835,1545,629,795,675,6.29
1315,1582,1544,1400,502,653,467,12.61
1305,1582,1836,1697,457,355,426,14.39
1267,1583,1853,1561,648,782,664,6.85
1263,1583,1841,1547,631,783,659,6.31
1293,1584,1825,1687,430,373,431,13.89
1267,1585,1837,1544,633,794,679,6.1
1271,1585,1846,1557,646,794,678,5.94
1203,1585,1897,1644,641,837,701,9.85
1306,1585,1819,1698,446,361,425,14.57
1278,1588,1835,1542,618,750,644,6.85
1280,1589,1843,1553,629,776,664,6.2
1312,1590,1793,1688,587,437,492,16.65
1276,1592,1856,1563,655,817,689,6.38
1282,1592,1834,1526,620,787,666,6.75
1304,1593,1843,1555,631,803,676,6.37
1289,1594,1818,1541,630,783,669,6.94
1311,1597,1834,1706,479,362,425,14.72
1261,1598,1898,1607,705,860,736,6.26
1280,1599,1856,1559,652,808,689,5.96
1215,1599,1922,1678,668,859,704,7.82
1275,1601,1858,1577,675,841,709,5.97
1279,1602,1874,1584,673,829,705,6.27
1277,1606,1849,1563,660,831,702,5.98
1342,1606,1837,1623,392,510,554,7.45
1303,1607,1857,1556,652,804,683,6.11
1291,1611,1850,1542,646,813,696,6.32
1332,1611,1804,1725,735,474,514,18.41
1344,1613,1822,1736,760,491,534,17.32
1312,1613,1852,1706,462,374,438,12.36
1329,1615,1856,1707,475,380,447,12.16
1300,1618,1856,1558,652,817,691,6.45
1302,1619,1860,1577,677,829,711,5.82
1310,1619,1864,1575,667,824,705,5.35
1308,1619,1846,1579,626,775,663,6.5
1322,1620,1871,1579,673,839,700,6.19
1320,1620,1869,1572,661,830,704,6.05
1320,1622,1883,1581,678,838,716,6.28
1291,1624,1886,1586,646,798,679,6
1317,1624,1869,1585,614,754,645,6.35
1310,1627,1903,1615,683,822,693,6.17
1324,1630,1884,1571,681,834,706,6.68
1336,1630,1867,1727,496,397,459,11.84
1336,1630,1889,1729,490,408,475,12.68
1326,1632,1876,1600,703,855,728,5.44
1328,1633,1879,1573,669,831,704,5.94
1227,1633,1963,1722,773,948,841,8.45
1323,1634,1888,1611,638,786,671,6.34
1319,1634,1880,1592,635,775,660,6.09
1320,1635,1873,1576,678,830,705,5.96
1284,1635,1910,1676,868,1023,874,6.09
1374,1637,1863,1654,423,549,581,7.24
1322,1638,1867,1586,670,836,709,5.88
1322,1639,1889,1611,686,856,728,7.11
1328,1641,1888,1579,681,832,709,5.88
1336,1645,1890,1604,683,839,713,5.88
1327,1645,1886,1599,706,853,723,5.58
1331,1645,1881,1579,695,826,694,6.68
1328,1647,1928,1619,714,853,724,6.91
1243,1647,1993,1734,788,962,852,7.86
1323,1649,1907,1615,692,850,733,5.87
1329,1650,1894,1616,713,867,741,5.91
1341,1650,1897,1597,698,853,731,5.88
1335,1653,1887,1599,693,857,722,5.89
1326,1656,1901,1615,698,862,732,5.97
1349,1656,1901,1613,701,860,723,5.91
1255,1657,1938,1681,749,914,795,7.31
1241,1661,1970,1722,739,913,783,7.6
1339,1663,1883,1613,679,805,678,7.21
1336,1667,1926,1627,719,858,726,6.13
1339,1669,1934,1630,701,856,721,5.88
1279,1671,2012,1770,821,932,829,9.73
1344,1673,1944,1635,705,860,728,6.26
1365,1677,1926,1642,733,874,747,6.12
1272,1680,1951,1716,776,916,786,7.14
1341,1688,1941,1648,711,860,735,6.03
1390,1701,1888,1624,774,859,700,6.77
1278,1701,1984,1754,808,910,788,7.24
1377,1707,1970,1688,753,900,766,6.2
1392,1729,1968,1695,764,915,776,5.94
1340,1788,2085,1833,868,917,793,5.64
1344,1790,2101,1858,899,895,779,5.26
1353,1806,2084,1844,890,878,756,8.18
1362,1809,2075,1837,884,887,763,9.98
1409,1859,2056,1801,1061,991,857,6.8
1670,2202,2402,2301,1893,1543,1539,5.55
1667,2217,2407,2300,1923,1570,1550,5.61
1669,2229,2414,2290,1923,1596,1558,7.79
1685,2233,2414,2304,1926,1560,1537,7.54
1684,2242,2391,2287,1902,1527,1512,6.8
1686,2246,2384,2273,1884,1525,1516,8
1676,2250,2431,2304,1927,1624,1585,7.27
